SNO,inst_code,        inst_name,DIST,"branch_
code","OC_BO
     YS","OC_GIR
LS","SC_BO
     YS","SC_GIR
LS","ST_BOY
S","ST_GIR
      LS","BCA_B
OYS","BCA_GI
RLS","BCB_B
OYS","BCB_GI
RLS","BCC_B
OYS","BCC_GI
RLS","BCD_B
OYS","BCD_GI
RLS","BCE_B
OYS","BCE_GI
     RLS","OC_EWS_B
OYS","OC_EWS_GI
RLS"
1112,SEAT,"SIDDARTHA EDNL ACADEMY GRP OF
INSTNS",CTR,CSE,139740,139740,173482,173482,139740,139740,167976,167976,147009,147009,139740,139740,156275,156275,139740,139740,168275,166371
1113,SEAT,"SIDDARTHA EDNL ACADEMY GRP OF
INSTNS",CTR,CSM,101891,101891,126019,126019,101891,123416,154876,162309,167620,167620,101891,101891,155084,155084,170152,170152,128269,165958
1114,SEAT,"SIDDARTHA EDNL ACADEMY GRP OF
INSTNS",CTR,ECE,148947,148947,171319,171319,150283,154456,156314,156314,167685,167685,148947,168563,157740,162882,160496,160496,149484,144326
1115,SEAT,"SIDDARTHA EDNL ACADEMY GRP OF
INSTNS",CTR,EEE,99917,99917,167321,167321,99917,99917,99917,99917,99917,99917,99917,99917,99917,99917,99917,99917,,
1116,SEAT,"SIDDARTHA EDNL ACADEMY GRP OF
INSTNS",CTR,MEC,78230,78230,78230,78230,78230,78230,78230,78230,78230,78230,78230,78230,78230,78230,78230,78230,,
1117,SESP,"SESHACHALA COLLEGE OF
PHARMACY",CTR,PHM,169131,169131,173540,173540,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,
1118,SIST,"SIDDHARTHA INST OF SCI AND
TECHNOLOGY",CTR,CAD,131150,139321,172310,172310,163498,163498,168271,168271,166927,167225,131150,167556,167541,168582,131539,139321,104710,106438
1119,SIST,"SIDDHARTHA INST OF SCI AND
TECHNOLOGY",CTR,CIA,132636,132636,139288,141979,142562,142562,156419,156419,158919,158919,132636,132636,132636,150856,153946,167435,160432,156285
1120,SIST,"SIDDHARTHA INST OF SCI AND
TECHNOLOGY",CTR,CSE,38142,38142,128634,141644,125414,151927,61901,67773,78114,78114,55208,55208,69369,87719,116036,122128,74779,46250
1121,SIST,"SIDDHARTHA INST OF SCI AND
TECHNOLOGY",CTR,CSM,94691,94691,135022,157295,107333,107333,153946,161074,157079,157079,119297,119297,150544,157008,152726,152726,145312,133756
1122,SIST,"SIDDHARTHA INST OF SCI AND
TECHNOLOGY",CTR,ECE,98944,98944,148596,172599,103001,109460,115688,138954,133635,164019,98944,137763,152179,152179,168846,168846,109172,104231
1123,SIST,"SIDDHARTHA INST OF SCI AND
TECHNOLOGY",CTR,EEE,169131,169163,169131,169163,169131,169163,169131,169163,169169,169169,,,169131,169163,169163,169163,140896,
1124,SIST,"SIDDHARTHA INST OF SCI AND
TECHNOLOGY",CTR,MEC,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169131,169163,169163,169163,,
1125,SRET,SREE RAMA ENGINEERING COLLEGE,CTR,AID,149804,151818,154545,154545,149804,151818,149804,151818,149804,151818,149804,151818,165458,165458,155206,155206,161074,161789
1126,SRET,SREE RAMA ENGINEERING COLLEGE,CTR,CSE,79509,79509,172773,172773,169291,169291,100353,101194,128178,128741,79509,96809,133399,133399,142047,142047,115808,66646
1127,SRET,SREE RAMA ENGINEERING COLLEGE,CTR,ECE,148947,148947,170024,170024,148947,148947,162460,162460,166625,166625,148947,148947,167620,167620,148947,154703,154689,151733
1128,SRET,SREE RAMA ENGINEERING COLLEGE,CTR,EEE,169131,169163,173540,173558,169131,169163,169163,169163,169131,169163,,,169142,169163,169163,169163,,
1129,SSCC,"
SRINIVASA INSTITUTE OF
TECHNOLOGY AND MANG STUDIES",CTR,CAI,98839,98839,172645,172645,119775,119775,168722,168722,144134,144134,98839,98839,124580,168854,153532,163317,125220,126964
1130,SSCC,"
SRINIVASA INSTITUTE OF
TECHNOLOGY AND MANG STUDIES",CTR,CIV,169131,169163,173540,173558,173554,173554,169131,169163,169169,169169,,,169142,169163,169163,169163,,
1131,SSCC,"
SRINIVASA INSTITUTE OF
TECHNOLOGY AND MANG STUDIES",CTR,CSD,131615,131615,142985,142985,149020,149020,144974,162203,158233,158233,131615,152915,165298,165298,167168,167168,123041,107959
1132,SSCC,"
SRINIVASA INSTITUTE OF
TECHNOLOGY AND MANG STUDIES",CTR,CSE,70365,105721,171897,172883,171166,173077,77746,105721,111716,117611,80623,105721,83765,105721,96432,116259,90084,65889
1133,SSCC,"
SRINIVASA INSTITUTE OF
TECHNOLOGY AND MANG STUDIES",CTR,CSM,125663,125663,161047,161047,144754,144754,142524,161773,169060,169060,125663,125663,158391,161930,160363,160363,130976,152295
1134,SSCC,"
SRINIVASA INSTITUTE OF
TECHNOLOGY AND MANG STUDIES",CTR,ECE,118444,129252,172755,172755,140349,140349,148232,148232,164144,165393,118444,147571,157729,157729,161113,161113,153659,165717
1135,SSCC,"
SRINIVASA INSTITUTE OF
TECHNOLOGY AND MANG STUDIES",CTR,EEE,148430,162592,148430,162592,148430,162592,148430,162592,148430,162592,148430,162592,148430,162592,148430,162592,166452,
1136,SSCC,"
SRINIVASA INSTITUTE OF
TECHNOLOGY AND MANG STUDIES",CTR,MEC,169131,169131,173540,173540,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169131,169131,,
1137,SVCE,"SRI VENKATESWARA COLL OF
ENGINEERING",CTR,CIV,131615,131615,172684,172684,131615,142513,136633,136633,167919,167919,131615,131615,131615,132556,138776,138776,156713,159987
1138,SVCE,"SRI VENKATESWARA COLL OF
ENGINEERING",CTR,CSC,30698,34605,114095,114095,152842,152842,39413,43124,47562,47562,30698,161120,53617,53617,70339,70339,26049,27684
1139,SVCE,"SRI VENKATESWARA COLL OF
ENGINEERING",CTR,CSD,25823,25823,107351,107351,157900,157900,36772,37176,42475,42475,25823,25823,41732,42900,50365,58187,24143,27732
1140,SVCE,"SRI VENKATESWARA COLL OF
ENGINEERING",CTR,CSE,22855,30503,55862,56572,106055,106055,29625,30503,27309,35184,81739,81739,32261,32261,44202,44202,25807,19200
1141,SVCE,"SRI VENKATESWARA COLL OF
ENGINEERING",CTR,CSM,30518,32156,171097,171097,172581,172581,45726,46606,44645,44645,33203,33203,42485,47352,48616,51644,32016,27906
1142,SVCE,"SRI VENKATESWARA COLL OF
ENGINEERING",CTR,ECE,36885,38879,143033,151106,170878,170878,56534,72303,63626,72799,57447,59431,61120,61120,79856,115348,41778,40479
1143,SVCE,"SRI VENKATESWARA COLL OF
ENGINEERING",CTR,EEE,92042,114205,173329,173329,149020,149020,165363,165363,166317,166317,166517,166517,166314,168224,161367,161367,117729,107792
1144,SVCE,"SRI VENKATESWARA COLL OF
ENGINEERING",CTR,INF,34923,34923,169810,172963,173244,173244,47874,55485,70641,81117,70001,70001,70574,76348,93184,93184,34037,36508
1145,SVCE,"SRI VENKATESWARA COLL OF
ENGINEERING",CTR,MEC,165515,165515,170705,170705,165515,165515,166296,167938,166927,166927,165515,165515,165515,165515,165515,165515,150544,119750
1146,SVCP,"SRI VENKATESWARA COLLEGE OF
PHARMACY",CTR,PHM,43847,43847,43847,43847,43847,43847,43847,43847,43847,43847,43847,43847,43847,43847,43847,43847,,
1147,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,CAI,65655,67201,84787,172860,152317,152317,109396,110711,81969,92655,120111,120111,114584,151163,123552,123552,75334,52820
1148,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,CIV,169131,169163,173540,173540,173554,173554,169163,169163,169169,169169,,,169131,169163,169163,169163,151243,145462
1149,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,CSC,73512,102149,144965,171283,73512,102149,112608,112608,87251,135941,73512,102149,123732,142945,90653,102149,74095,138460
1150,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,CSD,82969,82969,169852,170428,142895,172503,127499,142356,120068,145606,160589,160589,149134,168089,113197,131102,101935,102358
1151,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,CSE,41881,43755,146131,146131,168070,168070,65984,65984,71946,71946,56426,128264,66355,104888,44240,44240,42388,43457
1152,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,CSM,79787,100327,161017,161017,155731,155731,104725,159208,118414,159798,79787,100327,167976,167976,136207,160519,107170,115367
1153,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,CSO,130230,156700,170983,170983,130230,156700,146778,156700,164395,164395,130230,156700,160412,160412,155069,156700,133839,158764
1154,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,ECE,76773,101859,170557,172297,83132,101859,118319,118537,133827,161930,103837,109430,125714,157053,148371,148371,116513,144084
1155,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,EEE,154806,154806,168886,170689,154806,154806,161105,161105,162817,162817,154806,154806,165977,165977,154806,154806,109981,
1156,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,INF,102342,130230,115299,132406,117376,130230,159272,159272,158356,163814,102342,130230,150798,150798,140925,140925,142047,155262
1157,SVCT,"SRI VENKATESWARA COLLEGE OF
ENGG. AND TECHNOLOGY",CTR,MEC,166478,166478,166478,166478,166478,166478,166478,166478,166478,166478,166478,166478,166478,166478,166478,166478,,
1158,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,CAI,119294,119294,172377,172377,119294,135463,119294,163283,162246,162246,119294,119294,153151,153151,141519,155462,139790,111716
1159,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,CIV,147744,147744,171511,172039,147744,171321,147744,162132,147744,147744,147744,147744,147744,147744,147744,147744,,
1160,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,CSE,89194,99393,172220,173195,169806,171977,91630,144515,114348,114348,89194,105818,132776,143849,121750,121750,100003,102700
1161,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,ECE,148017,148017,172165,172165,148017,148017,148017,159626,148017,168396,148017,148017,150462,165392,151018,151018,146737,147785
1162,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,EEE,119266,119266,173540,173540,144793,170251,158039,158039,167066,167066,119266,119266,157269,157269,160126,160126,157419,
1163,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,MEC,158764,169553,158764,169553,158764,169553,158764,169553,158764,169553,158764,169553,158764,169553,158764,169553,,
1164,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,CHE,160652,160652,172995,172995,171556,171556,160652,160652,160652,160652,160652,160652,160652,160652,160652,160652,157292,84495
1165,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,CIV,31839,61487,69498,155446,76247,169585,115994,115994,71499,113452,120479,120479,128612,128612,94219,94219,135649,92004
1166,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,CSE,5582,6275,7791,7791,15426,15793,5945,6275,5582,6275,5582,6275,5582,6275,5978,6275,6572,7631
1167,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,ECE,7249,8140,13269,13269,25542,25542,13862,13862,13635,13635,14648,14648,11206,11206,7249,8538,17885,7521
1168,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,EEE,20406,39787,25175,43991,42713,78618,68333,68333,60607,60607,20406,70500,58093,58093,75956,75956,42544,73780
1169,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,MEC,83941,83941,83941,152674,130171,130171,96342,132374,83941,114319,83941,83941,83941,144066,107476,107476,121053,90382
1170,SVUCSS,"S V U COLLEGE OF ENGG. -SELF
SUPPORTING-TIRUPATHI",CTR,CAI,139017,139017,141534,141534,139017,139017,139017,139017,141003,141003,139017,139017,139017,155841,139017,139017,143061,
1171,SVUCSS,"S V U COLLEGE OF ENGG. -SELF
SUPPORTING-TIRUPATHI",CTR,CIV,163991,163991,163991,163991,163991,163991,163991,163991,163991,163991,163991,163991,163991,163991,163991,163991,,
1172,SVUCSS,"S V U COLLEGE OF ENGG. -SELF
SUPPORTING-TIRUPATHI",CTR,CSE,97392,162638,99219,162638,156455,162638,97392,162638,135406,162638,97392,162638,97392,162638,97392,162638,124956,68005
1173,SVUCSS,"S V U COLLEGE OF ENGG. -SELF
SUPPORTING-TIRUPATHI",CTR,ECE,95011,95011,173369,173369,95011,95011,95011,159165,95011,95011,95011,95011,129988,157100,95011,95011,,
1174,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CAI,54449,60453,130753,144014,123992,123992,104384,104384,96671,100486,54449,60453,95135,97677,91386,106536,59586,67678
1175,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CIT,74612,74612,169489,169489,170138,170138,117725,125414,130051,130051,74612,74612,114326,137397,124878,145518,77969,117278
1176,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CIV,124241,124241,172757,172757,152609,173054,130036,162246,124241,124241,124241,124241,124241,124241,124241,124241,,
1177,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CSE,75511,86197,127110,127110,170387,170387,75511,95095,97244,99704,97843,97843,96097,104487,158584,158584,62573,68494
1178,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,ECE,95696,95696,173485,173485,104473,104722,125729,125729,142945,142945,95696,156891,159481,159481,149618,149618,114213,112500
1179,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,EEE,86395,86395,140373,140373,145068,145068,144881,149399,144995,167976,86395,86395,166661,166661,166262,166262,151761,150845
1180,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,MEC,111667,111667,163706,170674,172487,172487,172276,172276,171245,171245,111667,111667,111667,111667,111667,111667,163604,
1181,VISM,VISWAM ENGINEERING COLLEGE,CTR,AID,135265,168132,135265,168132,137037,168132,135265,168132,167380,168132,135265,168132,135265,168132,135265,168132,163280,160238
1182,VISM,VISWAM ENGINEERING COLLEGE,CTR,CSE,95287,122588,172335,172335,105725,160730,150083,150083,155749,155749,109881,122588,165448,165448,116335,147718,153069,130795
1183,VISM,VISWAM ENGINEERING COLLEGE,CTR,ECE,160048,160048,160048,162204,160048,164424,161392,168261,160048,160048,160048,160048,160048,167054,160048,160048,80687,168712
1184,VNCP,"SRIVIDYA NIKETHAN COLLEGE OF
PHARMACY",CTR,PHM,169131,169131,173540,173540,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,
1185,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,AID,148240,168976,148240,168976,148240,168976,153550,168976,155380,168976,148240,168976,155770,168976,167401,168976,107292,122588
1186,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,CSE,87585,123732,167362,172487,170729,170729,166528,166528,131824,168065,87585,123732,148007,148007,112124,123732,125898,73125
1187,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,CSM,127388,138391,127388,164774,127388,138391,134484,138391,158890,167486,141298,141298,142273,161464,127388,156908,118836,112038
1188,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,ECE,77581,161315,172591,172591,145068,167499,147468,161315,168827,168827,77581,161315,154806,162737,106723,161315,109659,125076
1189,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,EEE,139199,139199,139199,139199,139199,139199,139199,139199,139199,139199,139199,139199,160708,160708,139199,139199,,
1190,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,AID,59032,59032,168247,168247,61661,61661,89700,89700,85474,113429,59032,126430,77722,120799,79059,79059,47889,66161
1191,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,AIM,56902,61608,108315,108315,65062,65062,97437,104898,105619,114832,76611,76611,72564,167140,132995,132995,65127,68572
1192,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,CAI,41649,41649,58786,85180,43400,43400,56630,61255,64173,64173,48472,48472,76197,78881,65754,124379,44202,48182
1193,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,CIV,130931,130931,156261,156261,130931,130931,130931,130931,130931,130931,130931,130931,130931,130931,130931,130931,,164982
1194,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,CSD,36005,39193,156323,156414,95374,165103,64344,64344,64551,64551,61740,61740,62045,70736,63098,63098,38922,37741
1195,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,CSE,29686,29686,84660,108462,170200,170200,44402,53610,39326,47203,41239,44145,42959,52644,37517,65779,30872,25762
1196,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,ECE,49083,49083,172764,172764,173083,173083,77832,89422,77144,77144,84870,84870,84678,94334,85060,85354,54335,72264
1197,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,EEE,135356,157546,169638,169638,167128,167128,159880,166418,159781,159781,147702,157546,167450,167450,158462,158462,131878,107476
1198,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,MEC,167051,167051,167051,167943,167051,167051,167051,167051,167051,167051,167051,167051,167051,167051,167051,167051,103663,155749
1199,ANCP,"ANNAMACHARYA COLLEGE OF
PHARMACY",KDP,PHM,135136,135136,135136,135136,135136,135136,135136,135136,135136,135136,135136,135136,135136,135136,135136,135136,,
1200,ANMB,ACHARYA COLLEGE OF ENGINEERING,KDP,CSE,155838,155838,155838,155838,163851,163851,155838,155838,155838,155838,155838,155838,155838,155838,155838,155838,,
1201,ANMB,ACHARYA COLLEGE OF ENGINEERING,KDP,ECE,154660,154660,154660,154660,154660,154660,154660,154660,154660,154660,154660,154660,154660,154660,154660,154660,,
1202,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,CAI,79259,87107,94804,94804,79259,93264,147867,147867,126182,151595,79259,87107,132658,152082,118788,125448,89453,73110
1203,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,CIV,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,
1204,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,CSD,97890,97890,98280,98280,119562,119562,106197,111402,113266,113266,97890,97890,160589,160589,110804,136827,99227,91354
1205,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,CSE,56460,56460,171393,171393,170175,170175,99837,99837,92524,92524,56460,56460,73894,73894,96646,96646,88311,56251
1206,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,CSM,70251,79202,168927,168927,109798,109798,145254,145254,120968,120968,163814,163814,161307,164334,93633,93633,109881,83825
1207,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,ECE,120016,120016,120016,172664,120016,120016,143751,143751,138614,138614,138820,138820,145068,147520,125333,125333,119172,116690
1208,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,EEE,127324,127324,143302,143302,168854,168854,169163,169163,162986,162986,127324,127324,168985,168985,167128,167128,162659,142945
1209,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,MEC,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169131,169163,169163,169163,,
1210,GTMW,"
GOUTHAMI INST OF TECHNOLOGY
MGMT FOR WOMEN",KDP,CSE,,97914,,169677,,150704,,160312,,168146,,,,123461,,147860,,125360
1211,GTMW,"
GOUTHAMI INST OF TECHNOLOGY
MGMT FOR WOMEN",KDP,CSM,,145606,,164840,,164591,,145606,,145606,,,,145606,,145606,,157232
1212,GTMW,"
GOUTHAMI INST OF TECHNOLOGY
MGMT FOR WOMEN",KDP,ECE,,167938,,169505,,167938,,167938,,167938,,,,167938,,167938,,159138
1213,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,CIV,55335,55335,129486,163172,171812,171812,168229,168229,168761,168761,126405,126405,126705,126705,130139,130139,152787,133655
1214,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,CSE,15157,15157,25999,25999,19330,33172,15157,15157,17511,17511,15157,22384,16606,16606,16849,39066,17161,11282
1215,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,ECE,13072,21109,27780,28406,45907,45907,21889,21889,42993,42993,62514,62514,30671,30671,24055,49755,33600,19453
1216,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,EEE,33915,33915,84009,172315,76962,76962,109559,109559,127344,143550,122376,122376,59259,63347,73196,95018,63911,56835
1217,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,MEC,172733,172733,172733,172733,172733,172733,172733,172733,172733,172733,172733,172733,172733,172733,172733,172733,144703,150302
1218,KLMW,"K.LAKSHUMMA MEMORIAL COLLEGE
OF ENGG FOR WOMEN",KDP,AID,,166430,,171112,,166430,,166430,,168397,,,,166430,,166430,,
1219,KLMW,"K.LAKSHUMMA MEMORIAL COLLEGE
OF ENGG FOR WOMEN",KDP,AIM,,152425,,156861,,152425,,166517,,152425,,,,152425,,152425,,
1220,KLMW,"K.LAKSHUMMA MEMORIAL COLLEGE
OF ENGG FOR WOMEN",KDP,CSE,,142189,,172400,,142189,,165759,,167252,,,,159860,,152663,,149423
1221,KLMW,"K.LAKSHUMMA MEMORIAL COLLEGE
OF ENGG FOR WOMEN",KDP,ECE,,151552,,170882,,164424,,167252,,167566,,,,151552,,151552,,159357
1222,KORM,"KANDULA OBUL REDDY MEMORIAL
COLL. OF ENGG.",KDP,AID,143726,143726,161446,161446,143726,143726,143726,143726,143726,143726,143726,143726,143726,143726,143726,143726,168787,139037
1223,KORM,"KANDULA OBUL REDDY MEMORIAL
COLL. OF ENGG.",KDP,AIM,165117,165117,169613,169613,165117,165117,165117,165117,165117,165117,165117,165117,165117,165117,165117,165117,,
1224,KORM,"KANDULA OBUL REDDY MEMORIAL
COLL. OF ENGG.",KDP,CSE,66925,66925,172615,172615,132070,132070,77008,98106,156847,156847,66925,66925,158744,163673,118389,143199,142020,136548
1225,KORM,"KANDULA OBUL REDDY MEMORIAL
COLL. OF ENGG.",KDP,ECE,147562,147562,162246,162371,147562,151418,164000,164000,149346,149346,147562,147562,147562,147562,147562,147562,123534,131136
1226,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,AIM,56795,63852,158906,158906,172100,172100,63188,99319,60031,104018,56795,145569,108548,108548,56795,63852,63028,49906
1227,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,CIV,148280,148280,173155,173155,148280,148280,148280,148280,148280,148280,148280,148280,148280,148280,148353,148353,,
1228,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,CSE,34625,34625,92024,113503,163925,163925,65127,65127,52488,53613,59689,59689,72964,80816,50075,58375,39468,38857
1229,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,ECE,68252,68252,172359,172932,165625,165625,95965,95965,101133,142079,68252,101837,98478,154930,72767,162575,68584,70641
1230,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,EEE,135484,135484,169456,171026,162028,162028,155833,156123,169025,169025,135484,135484,135484,135484,135484,153502,128741,125198
1231,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,MEC,168755,168755,168755,168755,169627,169627,168755,168755,168755,168755,168755,168755,168755,168755,168755,168755,,
1232,NIST,"NARAYANADRI INST OF SCI
TECHNOLOGY",KDP,CSE,169773,169773,169773,169773,169773,169773,169773,169773,169773,169773,169773,169773,169773,169773,169773,169773,,
1233,PRMP,"P. RAMIREDDY MEMORIAL COLLEGE
OF PHARMACY",KDP,PHD,172340,172340,172340,172340,172340,172340,172340,172340,172340,172340,172340,172340,172340,172340,172340,172340,,
1234,PRMP,"P. RAMIREDDY MEMORIAL COLLEGE
OF PHARMACY",KDP,PHM,159451,159451,159451,159451,159451,159451,159451,159451,159451,159451,159451,159451,159451,159451,159451,159451,,
1235,SATS,"SRI ANNAMACHARYA INSTITUTE OF
TECHNOLOGY AND SCIENCE",KDP,CSD,169131,169163,169131,169163,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,161171
1236,SATS,"SRI ANNAMACHARYA INSTITUTE OF
TECHNOLOGY AND SCIENCE",KDP,CSE,86060,86060,165231,165231,86060,86060,86113,86113,158932,158932,86060,86060,86060,86060,86060,86060,,131646
1237,SATS,"SRI ANNAMACHARYA INSTITUTE OF
TECHNOLOGY AND SCIENCE",KDP,ECE,169131,169163,173540,173558,173554,173554,169163,169163,169131,169163,,,169131,169163,169163,169163,,
1238,SRIP,"SAI RAJESWARI INSTITUTE OF
TECHNOLOGY",KDP,CSE,124940,160469,169371,169371,155024,160469,167218,168846,161848,161848,147055,160469,161280,161280,149589,160469,166906,120500
1239,SRIP,"SAI RAJESWARI INSTITUTE OF
TECHNOLOGY",KDP,ECE,149986,149986,152717,170355,149986,160541,149986,149986,149986,149986,149986,149986,149986,149986,168084,168084,142273,132828
1240,SRSR,"SRI SAI INSTITUTE OF TECHNOLOGY.
AND SCI.",KDP,CSE,124608,124608,138172,155823,140176,140176,165021,165021,168196,168196,132931,132931,149299,149299,126822,126822,164198,130821
1241,SRSR,"SRI SAI INSTITUTE OF TECHNOLOGY.
AND SCI.",KDP,ECE,163928,163928,168827,168827,163928,163928,163928,163928,166984,166984,163928,163928,163928,163928,163928,163928,,
1242,SRTS,"SRINIVASA INST OF TECHNOLOGY
SCIENCE",KDP,CSE,163912,163912,172816,172816,163912,164675,163912,163912,169122,169122,163912,163912,166754,166754,163912,163912,164719,168689
1243,SRTS,"SRINIVASA INST OF TECHNOLOGY
SCIENCE",KDP,ECE,102535,102535,173159,173159,102535,102535,102535,118922,136302,136302,102535,102535,102535,102535,102535,102535,125847,160212
1244,SVCK,"SRI VENKATESWARA COLLEGE OF
ENGINEERING",KDP,CSE,110358,110358,172125,172125,115043,115043,113764,120624,144134,149461,125627,125627,133204,143692,110358,110358,150653,99952
1245,SVCK,"SRI VENKATESWARA COLLEGE OF
ENGINEERING",KDP,CSM,97079,137014,122770,137014,140040,140040,154370,157000,164250,164250,149484,149484,160931,160931,135338,168500,75032,118400
1246,SVCK,"SRI VENKATESWARA COLLEGE OF
ENGINEERING",KDP,ECE,137661,145481,149742,164507,150927,156265,168661,168661,158474,167563,137661,145481,169029,169029,160067,160067,133131,123834
1247,SVIK,"SRI VENKATESWARA INSTT. OF
SCIENCE AND TECHNOLOGY",KDP,CSE,134779,134779,171810,171810,142020,142020,154094,154094,156819,156819,134779,134779,152134,157804,166974,166974,145882,134730
1248,SVIK,"SRI VENKATESWARA INSTT. OF
SCIENCE AND TECHNOLOGY",KDP,ECE,132516,132516,172039,172039,132516,132516,132516,132516,132516,168526,132516,132516,132516,148526,150738,150738,143817,
1249,SVIK,"SRI VENKATESWARA INSTT. OF
SCIENCE AND TECHNOLOGY",KDP,EEE,169131,169131,173540,173540,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,
1250,VITS,"VAAGDEVI INSTITUTE OF
TECHNOLOGY. AND SCI.",KDP,CSE,136688,160363,170160,170160,151937,160363,168533,168533,168089,168089,136688,160363,157283,160866,136688,160363,152260,143704
